func,samples,boundsType,a,b,time,result
1,512,2,10,1500,3.932000,17.902512
2,512,2,10,1500,3.630000,445.938999
1,512,3,10,1500,3.554000,0.805914
2,512,3,10,1500,2.583000,5.338925
1,512,4,10,1500,3.575000,28.863261
2,512,4,10,1500,3.740000,268.607459
1,512,5,10,1500,3.431000,1.333167
2,512,5,10,1500,2.481000,3.181372
1,512,6,10,1500,3.769000,7.965579
2,512,6,10,1500,3.343000,43.916999
1,512,1,100,15,3.420000,8.849157
2,512,1,100,15,3.361000,353.192178
1,512,2,100,15,3.412000,2.591007
2,512,2,100,15,3.511000,78.514086
1,512,3,100,15,3.411000,5.949445
2,512,3,100,15,3.341000,101.116141
1,512,4,100,15,3.414000,1.760617
2,512,4,100,15,3.397000,22.571750
1,512,5,100,15,3.412000,3.989159
2,512,5,100,15,3.693000,35.359808
1,512,6,100,15,3.444000,2.475123
2,512,6,100,15,3.418000,9.677473
1,512,1,100,150,3.422000,8.906358
2,512,1,100,150,3.399000,349.979757
1,512,2,100,150,3.423000,11.945944
2,512,2,100,150,3.784000,482.837527
1,512,3,100,150,3.415000,5.713115
2,512,3,100,150,3.344000,97.682257
1,512,4,100,150,3.413000,8.140279
2,512,4,100,150,3.361000,140.800963
1,512,5,100,150,3.430000,4.085672
2,512,5,100,150,3.444000,26.475874
1,512,6,100,150,3.424000,4.680874
2,512,6,100,150,3.305000,34.553314
1,512,1,100,1500,3.411000,8.779577
2,512,1,100,1500,3.417000,354.333643
1,512,2,100,1500,3.416000,78.391350
2,512,2,100,1500,3.388000,2578.310463
1,512,3,100,1500,3.427000,5.871176
2,512,3,100,1500,3.313000,104.752482
1,512,4,100,1500,4.142000,50.004564
2,512,4,100,1500,3.369000,794.474264
1,512,5,100,1500,3.427000,3.856469
2,512,5,100,1500,3.316000,38.659542
1,512,6,100,1500,3.672000,13.519758
2,512,6,100,1500,3.358000,72.075032
1,512,1,1000,15,3.420000,347.678061
2,512,1,1000,15,3.336000,12489.301124
1,512,2,1000,15,3.404000,16.241040
2,512,2,1000,15,3.535000,441.425709
1,512,3,1000,15,3.429000,106.281951
2,512,3,1000,15,3.338000,1623.010343
1,512,4,1000,15,3.444000,4.985600
2,512,4,1000,15,3.364000,71.038840
1,512,5,1000,15,4.110000,32.832364
