func,samples,boundsType,a,b,time,result
2,262144,5,10,150,1.843000,3.141064
1,262144,6,10,150,4.477000,3.132684
2,262144,6,10,150,4.501000,3.148248
1,262144,1,10,1500,4.468000,0.523604
2,262144,1,10,1500,1.843000,0.785171
1,262144,2,10,1500,4.451000,0.785492
2,262144,2,10,1500,4.337000,0.770305
1,262144,3,10,1500,4.451000,1.047206
2,262144,3,10,1500,1.764000,1.570680
1,262144,4,10,1500,4.462000,1.571740
2,262144,4,10,1500,4.308000,1.605026
1,262144,5,10,1500,5.075000,2.094394
2,262144,5,10,1500,1.833000,3.141064
1,262144,6,10,1500,4.542000,3.140295
2,262144,6,10,1500,4.321000,3.004257
1,262144,1,100,15,4.469000,1.429775
2,262144,1,100,15,4.829000,0.771022
1,262144,2,100,15,4.594000,0.975402
2,262144,2,100,15,4.368000,0.782503
1,262144,3,100,15,4.676000,2.859879
2,262144,3,100,15,4.719000,1.565881
1,262144,4,100,15,4.478000,1.950808
2,262144,4,100,15,4.784000,1.574229
1,262144,5,100,15,4.454000,5.719530
2,262144,5,100,15,4.795000,3.057219
1,262144,6,100,15,4.665000,3.901513
2,262144,6,100,15,5.109000,3.149345
1,262144,1,100,150,6.683000,1.429775
2,262144,1,100,150,5.921000,0.771022
1,262144,2,100,150,4.460000,1.450746
2,262144,2,100,150,4.483000,0.760609
1,262144,3,100,150,4.463000,2.859879
2,262144,3,100,150,4.545000,1.565881
1,262144,4,100,150,4.462000,2.902064
2,262144,4,100,150,4.570000,1.551308
1,262144,5,100,150,4.459000,5.719530
2,262144,5,100,150,4.629000,3.057219
1,262144,6,100,150,4.449000,5.803629
2,262144,6,100,150,4.520000,2.951891
1,262144,1,100,1500,4.478000,1.429775
2,262144,1,100,1500,4.749000,0.771022
1,262144,2,100,1500,4.475000,1.467550
2,262144,2,100,1500,4.270000,0.522797
1,262144,3,100,1500,4.475000,2.859879
2,262144,3,100,1500,4.638000,1.565881
1,262144,4,100,1500,4.447000,2.942892
2,262144,4,100,1500,4.426000,1.972458
1,262144,5,100,1500,4.451000,5.719530
2,262144,5,100,1500,4.712000,3.057219
1,262144,6,100,1500,4.461000,5.886044
2,262144,6,100,1500,4.290000,3.287624
1,262144,1,1000,15,4.453000,1.541836
2,262144,1,1000,15,4.253000,0.010822
1,262144,2,1000,15,4.448000,0.982725
2,262144,2,1000,15,4.634000,0.758149
1,262144,3,1000,15,4.466000,3.106439
2,262144,3,1000,15,4.199000,0.621276
1,262144,4,1000,15,4.465000,1.965670
2,262144,4,1000,15,4.294000,1.533691
1,262144,5,1000,15,4.535000,6.150074
2,262144,5,1000,15,4.297000,2.319006
1,262144,6,1000,15,4.564000,3.929757
2,262144,6,1000,15,4.585000,2.959831
1,262144,1,1000,150,4.497000,1.541836
2,262144,1,1000,150,4.256000,0.010822
1,262144,2,1000,150,4.460000,1.500822
2,262144,2,1000,150,4.296000,0.497427
1,262144,3,1000,150,4.497000,3.106439
2,262144,3,1000,150,4.231000,0.621276
1,262144,4,1000,150,4.720000,3.011616
2,262144,4,1000,150,4.205000,1.093364
1,262144,5,1000,150,4.451000,6.150074
2,262144,5,1000,150,4.247000,2.319006
1,262144,6,1000,150,4.453000,6.016742
2,262144,6,1000,150,4.225000,3.583634
1,262144,1,1000,1500,4.457000,1.541836
