func,samples,boundsType,a,b,time,result
2,1408,4,100,150,28.107500,1.570796
1,1408,5,100,150,34.247133,5.719842
2,1408,5,100,150,26.371800,3.141593
1,1408,6,100,150,35.506800,5.804012
2,1408,6,100,150,28.465933,3.141593
1,1440,1,100,150,35.165067,1.429960
2,1440,1,100,150,28.054033,0.785398
1,1440,2,100,150,34.680733,1.451003
2,1440,2,100,150,27.672000,0.785398
1,1440,3,100,150,37.283933,2.859921
2,1440,3,100,150,30.111700,1.570796
1,1440,4,100,150,36.024000,2.902006
2,1440,4,100,150,28.619933,1.570796
1,1440,5,100,150,35.866400,5.719842
2,1440,5,100,150,27.643600,3.141593
1,1440,6,100,150,36.367167,5.804012
2,1440,6,100,150,28.491633,3.141593
1,1472,1,100,150,36.795733,1.429960
2,1472,1,100,150,28.932233,0.785398
1,1472,2,100,150,37.911067,1.451003
2,1472,2,100,150,30.936500,0.785398
1,1472,3,100,150,37.709733,2.859921
2,1472,3,100,150,30.487567,1.570796
1,1472,4,100,150,37.207367,2.902006
2,1472,4,100,150,30.012533,1.570796
1,1472,5,100,150,37.631667,5.719842
2,1472,5,100,150,30.381833,3.141593
1,1472,6,100,150,36.381833,5.804012
2,1472,6,100,150,29.255467,3.141593
1,1504,1,100,150,39.360267,1.429960
2,1504,1,100,150,31.500933,0.785398
1,1504,2,100,150,39.797967,1.451003
2,1504,2,100,150,31.486267,0.785398
1,1504,3,100,150,38.328933,2.859921
2,1504,3,100,150,30.493200,1.570796
1,1504,4,100,150,40.276133,2.902006
2,1504,4,100,150,31.368567,1.570796
1,1504,5,100,150,37.857100,5.719842
2,1504,5,100,150,29.563800,3.141593
1,1504,6,100,150,39.898967,5.804012
2,1504,6,100,150,31.343100,3.141593
1,1536,1,100,150,42.263767,1.429960
2,1536,1,100,150,32.824800,0.785398
1,1536,2,100,150,41.251600,1.451003
2,1536,2,100,150,32.460933,0.785398
1,1536,3,100,150,40.336200,2.859921
2,1536,3,100,150,31.622533,1.570796
1,1536,4,100,150,41.761900,2.902006
2,1536,4,100,150,32.878700,1.570796
1,1536,5,100,150,40.726000,5.719842
2,1536,5,100,150,32.409500,3.141593
1,1536,6,100,150,40.258000,5.804012
2,1536,6,100,150,31.590467,3.141593
1,1568,1,100,150,43.031567,1.429960
2,1568,1,100,150,34.310767,0.785398
1,1568,2,100,150,42.502900,1.451003
2,1568,2,100,150,33.648300,0.785398
1,1568,3,100,150,42.848267,2.859921
2,1568,3,100,150,33.838600,1.570796
1,1568,4,100,150,42.565667,2.902006
2,1568,4,100,150,33.611667,1.570796
1,1568,5,100,150,43.684333,5.719842
2,1568,5,100,150,35.100067,3.141593
1,1568,6,100,150,41.610167,5.804012
2,1568,6,100,150,33.105233,3.141593
1,1600,1,100,150,45.660000,1.429960
2,1600,1,100,150,36.360400,0.785398
1,1600,2,100,150,44.063467,1.451003
2,1600,2,100,150,35.135800,0.785398
1,1600,3,100,150,45.400733,2.859921
2,1600,3,100,150,35.680267,1.570796
1,1600,4,100,150,43.961600,2.902006
2,1600,4,100,150,34.629267,1.570796
1,1600,5,100,150,45.495167,5.719842
2,1600,5,100,150,35.318733,3.141593
1,1600,6,100,150,45.187400,5.804012
2,1600,6,100,150,36.614033,3.141593
1,1632,1,100,150,44.793067,1.429960
2,1632,1,100,150,35.334467,0.785398
1,1632,2,100,150,47.321733,1.451003
2,1632,2,100,150,36.474667,0.785398
1,1632,3,100,150,45.062433,2.859921
2,1632,3,100,150,35.391867,1.570796
1,1632,4,100,150,48.938300,2.902006
2,1632,4,100,150,38.320367,1.570796
1,1632,5,100,150,44.929667,5.719842
2,1632,5,100,150,35.446067,3.141593
1,1632,6,100,150,47.137567,5.804012
2,1632,6,100,150,37.927600,3.141593
1,1664,1,100,150,46.019067,1.429960
2,1664,1,100,150,36.188500,0.785398
1,1664,2,100,150,49.859067,1.451003
2,1664,2,100,150,39.810833,0.785398
1,1664,3,100,150,46.766100,2.859921
2,1664,3,100,150,36.997233,1.570796
1,1664,4,100,150,48.668667,2.902006
2,1664,4,100,150,38.634100,1.570796
1,1664,5,100,150,48.204600,5.719842
2,1664,5,100,150,38.262000,3.141593
1,1664,6,100,150,48.804467,5.804012
2,1664,6,100,150,38.660233,3.141593
1,1696,1,100,150,49.406867,1.429960
2,1696,1,100,150,39.299567,0.785398
1,1696,2,100,150,50.493967,1.451003
2,1696,2,100,150,39.727100,0.785398
1,1696,3,100,150,48.840400,2.859921
2,1696,3,100,150,38.935933,1.570796
1,1696,4,100,150,51.008733,2.902006
2,1696,4,100,150,40.412600,1.570796
1,1696,5,100,150,48.762300,5.719842
2,1696,5,100,150,39.264467,3.141593
1,1696,6,100,150,52.090233,5.804012
2,1696,6,100,150,41.474267,3.141593
1,1728,1,100,150,57.774567,1.429960
2,1728,1,100,150,45.876167,0.785398
1,1728,2,100,150,57.329333,1.451003
2,1728,2,100,150,46.851667,0.785398
1,1728,3,100,150,50.820200,2.859921
2,1728,3,100,150,40.049233,1.570796
1,1728,4,100,150,51.788367,2.902006
2,1728,4,100,150,41.547367,1.570796
1,1728,5,100,150,52.260567,5.719842
2,1728,5,100,150,41.539800,3.141593
1,1728,6,100,150,51.629200,5.804012
2,1728,6,100,150,40.994033,3.141593
1,1760,1,100,150,52.837200,1.429960
2,1760,1,100,150,41.962133,0.785398
1,1760,2,100,150,55.403833,1.451003
2,1760,2,100,150,42.819433,0.785398
1,1760,3,100,150,53.028633,2.859921
2,1760,3,100,150,41.737500,1.570796
1,1760,4,100,150,55.388967,2.902006
2,1760,4,100,150,42.402267,1.570796
1,1760,5,100,150,52.487533,5.719842
2,1760,5,100,150,41.730233,3.141593
1,1760,6,100,150,54.405633,5.804012
2,1760,6,100,150,43.828033,3.141593
1,1792,1,100,150,56.389567,1.429960
2,1792,1,100,150,44.472167,0.785398
1,1792,2,100,150,56.913600,1.451003
2,1792,2,100,150,44.634700,0.785398
1,1792,3,100,150,57.643600,2.859921
2,1792,3,100,150,45.346667,1.570796
1,1792,4,100,150,54.007300,2.902006
2,1792,4,100,150,42.735200,1.570796
1,1792,5,100,150,56.614933,5.719842
2,1792,5,100,150,45.075967,3.141593
1,1792,6,100,150,55.394267,5.804012
2,1792,6,100,150,44.403867,3.141593
1,1824,1,100,150,56.880800,1.429960
2,1824,1,100,150,47.262933,0.785398
1,1824,2,100,150,57.950867,1.451003
2,1824,2,100,150,45.764167,0.785398
1,1824,3,100,150,56.963100,2.859921
2,1824,3,100,150,45.164133,1.570796
1,1824,4,100,150,58.992800,2.902006
2,1824,4,100,150,46.565100,1.570796
1,1824,5,100,150,56.776300,5.719842
2,1824,5,100,150,45.524733,3.141593
1,1824,6,100,150,56.822800,5.804012
2,1824,6,100,150,44.960533,3.141593
1,1856,1,100,150,60.272800,1.429960
2,1856,1,100,150,48.862333,0.785398
1,1856,2,100,150,60.102967,1.451003
2,1856,2,100,150,46.894100,0.785398
1,1856,3,100,150,58.726167,2.859921
2,1856,3,100,150,46.956667,1.570796
1,1856,4,100,150,60.131400,2.902006
2,1856,4,100,150,48.041367,1.570796
1,1856,5,100,150,59.703567,5.719842
2,1856,5,100,150,47.073133,3.141593
1,1856,6,100,150,58.462800,5.804012
2,1856,6,100,150,46.612233,3.141593
1,1888,1,100,150,60.842633,1.429960
2,1888,1,100,150,49.309567,0.785398
1,1888,2,100,150,61.070400,1.451003
2,1888,2,100,150,48.691733,0.785398
1,1888,3,100,150,62.669933,2.859921
2,1888,3,100,150,48.813800,1.570796
1,1888,4,100,150,60.403367,2.902006
2,1888,4,100,150,49.071133,1.570796
1,1888,5,100,150,61.595733,5.719842
2,1888,5,100,150,47.750167,3.141593
1,1888,6,100,150,62.577967,5.804012
2,1888,6,100,150,49.201733,3.141593
1,1920,1,100,150,63.553367,1.429960
2,1920,1,100,150,50.518733,0.785398
1,1920,2,100,150,64.078700,1.451003
2,1920,2,100,150,50.612867,0.785398
1,1920,3,100,150,64.690133,2.859921
2,1920,3,100,150,52.126567,1.570796
1,1920,4,100,150,64.774600,2.902006
2,1920,4,100,150,52.055900,1.570796
1,1920,5,100,150,63.278433,5.719842
2,1920,5,100,150,49.517100,3.141593
1,1920,6,100,150,64.643800,5.804012
2,1920,6,100,150,51.253167,3.141593
1,1952,1,100,150,67.975300,1.429960
2,1952,1,100,150,53.864400,0.785398
1,1952,2,100,150,66.938567,1.451003
2,1952,2,100,150,52.308733,0.785398
1,1952,3,100,150,65.844833,2.859921
2,1952,3,100,150,52.265800,1.570796
1,1952,4,100,150,65.873300,2.902006
2,1952,4,100,150,51.851033,1.570796
1,1952,5,100,150,66.198867,5.719842
2,1952,5,100,150,51.525433,3.141593
1,1952,6,100,150,65.981633,5.804012
2,1952,6,100,150,53.070733,3.141593
1,1984,1,100,150,68.133933,1.429960
2,1984,1,100,150,53.991033,0.785398
1,1984,2,100,150,70.879133,1.451003
2,1984,2,100,150,54.333300,0.785398
1,1984,3,100,150,68.079167,2.859921
2,1984,3,100,150,53.048067,1.570796
1,1984,4,100,150,68.009067,2.902006
2,1984,4,100,150,53.100400,1.570796
1,1984,5,100,150,68.966733,5.719842
2,1984,5,100,150,54.871033,3.141593
1,1984,6,100,150,68.473800,5.804012
2,1984,6,100,150,54.378200,3.141593
1,2016,1,100,150,71.154900,1.429960
2,2016,1,100,150,55.881700,0.785398
1,2016,2,100,150,69.050367,1.451003
2,2016,2,100,150,54.873967,0.785398
1,2016,3,100,150,70.827633,2.859921
2,2016,3,100,150,57.159100,1.570796
1,2016,4,100,150,75.151767,2.902006
2,2016,4,100,150,59.485200,1.570796
1,2016,5,100,150,69.591500,5.719842
2,2016,5,100,150,55.421167,3.141593
1,2016,6,100,150,71.302933,5.804012
2,2016,6,100,150,56.968900,3.141593
1,2048,1,100,150,74.182800,1.429960
2,2048,1,100,150,58.571467,0.785398
1,2048,2,100,150,72.587067,1.451003
2,2048,2,100,150,58.162800,0.785398
1,2048,3,100,150,72.791767,2.859921
2,2048,3,100,150,57.117633,1.570796
1,2048,4,100,150,74.119067,2.902006
2,2048,4,100,150,57.863600,1.570796
1,2048,5,100,150,73.428533,5.719842
2,2048,5,100,150,58.103933,3.141593
1,2048,6,100,150,71.975600,5.804012
2,2048,6,100,150,56.961333,3.141593
