func,samples,boundsType,a,b,time,result
1,1376,1,100,150,30.496533,0.785398
2,1376,1,100,150,26.677400,0.785398
1,1376,2,100,150,31.858967,0.785398
2,1376,2,100,150,26.970600,0.785398
1,1376,3,100,150,29.976033,1.570796
2,1376,3,100,150,25.525433,1.570796
1,1376,4,100,150,30.989533,1.570796
2,1376,4,100,150,25.585633,1.570796
1,1376,5,100,150,30.928633,3.141593
2,1376,5,100,150,25.838433,3.141593
1,1376,6,100,150,30.264800,3.141593
2,1376,6,100,150,25.179433,3.141593
1,1408,1,100,150,32.104833,0.785398
2,1408,1,100,150,27.098067,0.785398
1,1408,2,100,150,33.688367,0.785398
2,1408,2,100,150,29.439267,0.785398
1,1408,3,100,150,30.686200,1.570796
2,1408,3,100,150,26.217000,1.570796
1,1408,4,100,150,32.578467,1.570796
2,1408,4,100,150,27.293300,1.570796
1,1408,5,100,150,32.529833,3.141593
2,1408,5,100,150,27.850967,3.141593
1,1408,6,100,150,30.495667,3.141593
2,1408,6,100,150,26.190000,3.141593
1,1440,1,100,150,34.397833,0.785398
2,1440,1,100,150,29.098833,0.785398
1,1440,2,100,150,33.507300,0.785398
2,1440,2,100,150,28.543700,0.785398
1,1440,3,100,150,33.243733,1.570796
2,1440,3,100,150,28.079667,1.570796
1,1440,4,100,150,31.978900,1.570796
2,1440,4,100,150,27.140833,1.570796
1,1440,5,100,150,33.530233,3.141593
2,1440,5,100,150,28.514300,3.141593
1,1440,6,100,150,33.472200,3.141593
2,1440,6,100,150,27.775000,3.141593
1,1472,1,100,150,35.830067,0.785398
2,1472,1,100,150,30.066833,0.785398
1,1472,2,100,150,34.135767,0.785398
2,1472,2,100,150,29.418700,0.785398
1,1472,3,100,150,34.532433,1.570796
2,1472,3,100,150,29.206000,1.570796
1,1472,4,100,150,35.414433,1.570796
2,1472,4,100,150,29.738867,1.570796
1,1472,5,100,150,35.122100,3.141593
2,1472,5,100,150,29.355600,3.141593
1,1472,6,100,150,34.237533,3.141593
2,1472,6,100,150,29.471133,3.141593
1,1504,1,100,150,37.090867,0.785398
2,1504,1,100,150,31.783733,0.785398
1,1504,2,100,150,36.186100,0.785398
2,1504,2,100,150,30.696100,0.785398
1,1504,3,100,150,35.590000,1.570796
2,1504,3,100,150,30.162567,1.570796
1,1504,4,100,150,37.493900,1.570796
2,1504,4,100,150,31.766567,1.570796
1,1504,5,100,150,35.915900,3.141593
2,1504,5,100,150,30.725867,3.141593
1,1504,6,100,150,37.100233,3.141593
2,1504,6,100,150,31.220933,3.141593
1,1536,1,100,150,38.660733,0.785398
2,1536,1,100,150,32.369933,0.785398
1,1536,2,100,150,37.491167,0.785398
2,1536,2,100,150,31.958533,0.785398
1,1536,3,100,150,38.960167,1.570796
2,1536,3,100,150,32.614933,1.570796
1,1536,4,100,150,38.812233,1.570796
2,1536,4,100,150,32.214500,1.570796
1,1536,5,100,150,36.525133,3.141593
2,1536,5,100,150,31.672433,3.141593
1,1536,6,100,150,37.693167,3.141593
2,1536,6,100,150,32.326600,3.141593
1,1568,1,100,150,39.718967,0.785398
2,1568,1,100,150,33.293000,0.785398
1,1568,2,100,150,41.243500,0.785398
2,1568,2,100,150,35.103567,0.785398
1,1568,3,100,150,39.161100,1.570796
2,1568,3,100,150,33.598767,1.570796
1,1568,4,100,150,39.631967,1.570796
2,1568,4,100,150,34.064333,1.570796
1,1568,5,100,150,39.942367,3.141593
2,1568,5,100,150,33.496867,3.141593
1,1568,6,100,150,38.204867,3.141593
2,1568,6,100,150,32.319500,3.141593
1,1600,1,100,150,42.723800,0.785398
2,1600,1,100,150,35.755700,0.785398
1,1600,2,100,150,41.090900,0.785398
2,1600,2,100,150,34.729033,0.785398
1,1600,3,100,150,41.211033,1.570796
2,1600,3,100,150,35.391100,1.570796
1,1600,4,100,150,40.793333,1.570796
2,1600,4,100,150,34.932567,1.570796
1,1600,5,100,150,41.585667,3.141593
2,1600,5,100,150,35.755433,3.141593
1,1600,6,100,150,42.059700,3.141593
2,1600,6,100,150,35.679867,3.141593
1,1632,1,100,150,42.949067,0.785398
2,1632,1,100,150,36.599267,0.785398
1,1632,2,100,150,43.922700,0.785398
2,1632,2,100,150,36.718800,0.785398
1,1632,3,100,150,42.842133,1.570796
2,1632,3,100,150,36.695967,1.570796
1,1632,4,100,150,43.625100,1.570796
2,1632,4,100,150,36.134233,1.570796
1,1632,5,100,150,42.424100,3.141593
2,1632,5,100,150,35.996567,3.141593
1,1632,6,100,150,42.529533,3.141593
2,1632,6,100,150,35.936367,3.141593
1,1664,1,100,150,44.936367,0.785398
2,1664,1,100,150,38.924967,0.785398
1,1664,2,100,150,45.375633,0.785398
2,1664,2,100,150,37.774000,0.785398
1,1664,3,100,150,44.688933,1.570796
2,1664,3,100,150,38.822700,1.570796
1,1664,4,100,150,43.126433,1.570796
2,1664,4,100,150,35.884267,1.570796
1,1664,5,100,150,44.720333,3.141593
2,1664,5,100,150,38.181567,3.141593
1,1664,6,100,150,45.441767,3.141593
2,1664,6,100,150,38.079167,3.141593
1,1696,1,100,150,47.852267,0.785398
2,1696,1,100,150,39.885667,0.785398
1,1696,2,100,150,45.567367,0.785398
2,1696,2,100,150,38.195767,0.785398
1,1696,3,100,150,47.140933,1.570796
2,1696,3,100,150,39.781067,1.570796
1,1696,4,100,150,46.089233,1.570796
2,1696,4,100,150,40.038067,1.570796
1,1696,5,100,150,46.903933,3.141593
2,1696,5,100,150,40.521967,3.141593
1,1696,6,100,150,45.515300,3.141593
2,1696,6,100,150,38.474200,3.141593
1,1728,1,100,150,49.807333,0.785398
2,1728,1,100,150,41.830000,0.785398
1,1728,2,100,150,47.757000,0.785398
2,1728,2,100,150,40.160533,0.785398
1,1728,3,100,150,48.300633,1.570796
2,1728,3,100,150,40.810233,1.570796
1,1728,4,100,150,47.460833,1.570796
2,1728,4,100,150,40.237467,1.570796
1,1728,5,100,150,49.467300,3.141593
2,1728,5,100,150,41.113433,3.141593
1,1728,6,100,150,47.564333,3.141593
2,1728,6,100,150,40.672633,3.141593
1,1760,1,100,150,50.402100,0.785398
2,1760,1,100,150,42.719333,0.785398
1,1760,2,100,150,49.520133,0.785398
2,1760,2,100,150,41.496733,0.785398
1,1760,3,100,150,50.511633,1.570796
2,1760,3,100,150,43.479500,1.570796
1,1760,4,100,150,49.084600,1.570796
2,1760,4,100,150,41.800500,1.570796
1,1760,5,100,150,49.894000,3.141593
2,1760,5,100,150,42.997933,3.141593
1,1760,6,100,150,50.008900,3.141593
2,1760,6,100,150,41.790200,3.141593
1,1792,1,100,150,53.032200,0.785398
2,1792,1,100,150,45.713700,0.785398
1,1792,2,100,150,50.598567,0.785398
2,1792,2,100,150,43.286233,0.785398
1,1792,3,100,150,51.652300,1.570796
2,1792,3,100,150,44.587500,1.570796
1,1792,4,100,150,51.396000,1.570796
2,1792,4,100,150,43.936233,1.570796
1,1792,5,100,150,51.644300,3.141593
2,1792,5,100,150,44.205867,3.141593
1,1792,6,100,150,51.508367,3.141593
2,1792,6,100,150,43.609600,3.141593
1,1824,1,100,150,54.054433,0.785398
2,1824,1,100,150,45.560600,0.785398
1,1824,2,100,150,54.279767,0.785398
2,1824,2,100,150,46.668167,0.785398
1,1824,3,100,150,53.791567,1.570796
2,1824,3,100,150,45.754700,1.570796
1,1824,4,100,150,53.414567,1.570796
2,1824,4,100,150,45.370667,1.570796
1,1824,5,100,150,53.687633,3.141593
2,1824,5,100,150,45.552033,3.141593
1,1824,6,100,150,52.506167,3.141593
2,1824,6,100,150,46.433933,3.141593
1,1856,1,100,150,54.652167,0.785398
2,1856,1,100,150,46.634233,0.785398
1,1856,2,100,150,58.558433,0.785398
2,1856,2,100,150,47.732133,0.785398
1,1856,3,100,150,54.484933,1.570796
2,1856,3,100,150,45.964200,1.570796
1,1856,4,100,150,55.882100,1.570796
2,1856,4,100,150,46.995033,1.570796
1,1856,5,100,150,55.067300,3.141593
2,1856,5,100,150,47.750967,3.141593
1,1856,6,100,150,57.596100,3.141593
2,1856,6,100,150,49.332500,3.141593
1,1888,1,100,150,57.718667,0.785398
2,1888,1,100,150,48.771633,0.785398
1,1888,2,100,150,57.033733,0.785398
2,1888,2,100,150,47.103300,0.785398
1,1888,3,100,150,58.718000,1.570796
