func,samples,boundsType,a,b,time,result
2,1024,2,1000,1500,9.189000,18029.423277
1,1024,3,1000,1500,8.758000,112.200042
2,1024,3,1000,1500,7.825000,2073.882933
1,1024,4,1000,1500,6.860000,153.901072
2,1024,4,1000,1500,7.571000,2427.828358
1,1024,5,1000,1500,6.832000,38.746340
2,1024,5,1000,1500,7.567000,401.950831
1,1024,6,1000,1500,6.829000,38.685584
2,1024,6,1000,1500,7.581000,222.823136
1,2048,1,10,15,13.700000,0.498088
2,2048,1,10,15,11.303000,9.706723
1,2048,2,10,15,13.670000,0.620364
2,2048,2,10,15,11.292000,13.311896
1,2048,3,10,15,13.857000,0.784159
2,2048,3,10,15,11.524000,5.115703
1,2048,4,10,15,13.685000,0.981501
2,2048,4,10,15,11.245000,7.124376
1,2048,5,10,15,13.938000,1.269685
2,2048,5,10,15,11.333000,2.715570
1,2048,6,10,15,13.693000,1.361185
2,2048,6,10,15,11.240000,3.450894
1,2048,1,10,150,13.689000,0.496736
2,2048,1,10,150,11.204000,9.626386
1,2048,2,10,150,13.758000,3.075258
2,2048,2,10,150,14.831000,94.529889
1,2048,3,10,150,13.713000,0.784250
2,2048,3,10,150,11.304000,5.083103
1,2048,4,10,150,13.729000,4.748182
2,2048,4,10,150,14.785000,48.338112
1,2048,5,10,150,13.702000,1.269468
2,2048,5,10,150,11.475000,2.607917
1,2048,6,10,150,13.668000,2.393707
2,2048,6,10,150,15.310000,10.783158
1,2048,1,10,1500,13.788000,0.498106
2,2048,1,10,1500,11.868000,9.699387
1,2048,2,10,1500,13.748000,21.151598
2,2048,2,10,1500,14.836000,620.006453
1,2048,3,10,1500,13.942000,0.780787
2,2048,3,10,1500,11.202000,5.178269
1,2048,4,10,1500,14.135000,32.472653
2,2048,4,10,1500,14.798000,331.871406
1,2048,5,10,1500,13.811000,1.264485
2,2048,5,10,1500,11.596000,2.692095
1,2048,6,10,1500,13.974000,7.317728
2,2048,6,10,1500,15.688000,29.675018
1,2048,1,100,15,16.678000,9.862252
2,2048,1,100,15,18.432000,463.496530
1,2048,2,100,15,14.828000,2.744896
2,2048,2,100,15,16.469000,94.068463
1,2048,3,100,15,14.096000,5.567676
2,2048,3,100,15,15.114000,110.711546
1,2048,4,100,15,13.696000,1.580876
2,2048,4,100,15,15.032000,21.173494
1,2048,5,100,15,13.690000,3.384009
2,2048,5,100,15,15.291000,23.503900
1,2048,6,100,15,13.701000,2.174414
2,2048,6,100,15,15.054000,10.171297
1,2048,1,100,150,14.379000,9.955560
2,2048,1,100,150,17.132000,454.319833
1,2048,2,100,150,13.729000,13.780199
2,2048,2,100,150,16.202000,646.342925
1,2048,3,100,150,14.533000,5.488795
2,2048,3,100,150,15.507000,109.046307
1,2048,4,100,150,13.689000,7.732472
2,2048,4,100,150,15.849000,147.836501
1,2048,5,100,150,13.708000,3.375878
2,2048,5,100,150,15.157000,26.029536
1,2048,6,100,150,14.626000,4.089787
2,2048,6,100,150,15.169000,34.256933
1,2048,1,100,1500,13.687000,9.941069
2,2048,1,100,1500,14.962000,465.126241
1,2048,2,100,1500,14.037000,95.174133
2,2048,2,100,1500,15.055000,4252.873919
1,2048,3,100,1500,13.994000,5.561660
2,2048,3,100,1500,15.204000,108.752125
1,2048,4,100,1500,13.713000,54.043322
2,2048,4,100,1500,15.173000,1015.529774
1,2048,5,100,1500,13.701000,3.376472
2,2048,5,100,1500,15.156000,24.339211
1,2048,6,100,1500,14.407000,11.882251
2,2048,6,100,1500,15.236000,86.100043
1,2048,1,1000,15,13.786000,464.662996
2,2048,1,1000,15,15.025000,21168.446908
1,2048,2,1000,15,13.925000,18.725583
2,2048,2,1000,15,14.754000,630.859204
1,2048,3,1000,15,14.383000,110.521989
2,2048,3,1000,15,15.120000,2147.560512
1,2048,4,1000,15,13.985000,4.727245
2,2048,4,1000,15,15.203000,71.719562
1,2048,5,1000,15,13.668000,28.706875
2,2048,5,1000,15,15.160000,156.492751
1,2048,6,1000,15,13.698000,6.331681
2,2048,6,1000,15,15.074000,28.373622
1,2048,1,1000,150,13.683000,465.146475
2,2048,1,1000,150,15.172000,20703.120143
1,2048,2,1000,150,13.765000,95.159570
2,2048,2,1000,150,15.001000,4450.838960
